KAN_Feature_1,KAN_Feature_2,KAN_Feature_3,KAN_Feature_4,KAN_Feature_5,Mamba_TimeStep_1_Feature_1,Mamba_TimeStep_1_Feature_2,Mamba_TimeStep_1_Feature_3,Mamba_TimeStep_2_Feature_1,Mamba_TimeStep_2_Feature_2,Mamba_TimeStep_2_Feature_3,Mamba_TimeStep_3_Feature_1,Mamba_TimeStep_3_Feature_2,Mamba_TimeStep_3_Feature_3,Mamba_TimeStep_4_Feature_1,Mamba_TimeStep_4_Feature_2,Mamba_TimeStep_4_Feature_3,Mamba_TimeStep_5_Feature_1,Mamba_TimeStep_5_Feature_2,Mamba_TimeStep_5_Feature_3,Mamba_TimeStep_6_Feature_1,Mamba_TimeStep_6_Feature_2,Mamba_TimeStep_6_Feature_3,Mamba_TimeStep_7_Feature_1,Mamba_TimeStep_7_Feature_2,Mamba_TimeStep_7_Feature_3,Mamba_TimeStep_8_Feature_1,Mamba_TimeStep_8_Feature_2,Mamba_TimeStep_8_Feature_3,Mamba_TimeStep_9_Feature_1,Mamba_TimeStep_9_Feature_2,Mamba_TimeStep_9_Feature_3,Mamba_TimeStep_10_Feature_1,Mamba_TimeStep_10_Feature_2,Mamba_TimeStep_10_Feature_3,Target
0.075686574,4.602296,1.7473286,13.654041,9.660235,0.081326075,0.0511339,0.048296887,0.38229716,0.35475373,0.41854087,0.6634122,0.6501643,0.6946893,0.8498536,0.8822483,0.89651036,1.0064207,1.0491506,0.9792379,1.0309932,1.0243931,1.0916746,0.9792517,0.9219993,0.97867566,0.7720256,0.81885725,0.80067915,0.47807118,0.55184203,0.4983298,0.17973453,0.20607138,0.24079555,-0.65957916
10.606602,9.871959,7.36953,13.369562,2.171148,0.06508645,0.001756823,0.03403875,0.42375407,0.35957208,0.35313997,0.6285155,0.6407691,0.6410326,0.9034123,0.9114472,0.93918973,1.0547513,1.0226767,1.0489028,1.0739872,1.0022817,1.0706377,0.925094,0.99790823,0.93755025,0.7834603,0.7725539,0.7962831,0.5150496,0.47100282,0.5275271,0.22061482,0.16508178,0.15868467,14.938684
7.972228,2.3809485,9.81264,4.917133,9.798122,0.015953286,0.025672233,0.043696202,0.38093325,0.37684205,0.36397025,0.69939774,0.67101216,0.6393372,0.87823844,0.8620742,0.8738316,0.9747727,1.0306745,0.9831961,1.0647463,1.0796599,1.0082116,0.93291086,0.91979057,0.97264093,0.7827607,0.7472786,0.80329,0.5280199,0.46209565,0.50455284,0.16959554,0.1824505,0.21896024,49.1442
5.937439,13.720439,3.0547357,3.027015,3.026745,0.044621985,0.015274316,0.08517173,0.33149242,0.36002308,0.3964604,0.7125643,0.71689695,0.6566238,0.9081558,0.8475594,0.88174194,1.0063851,1.0361316,0.98917776,1.0562103,1.0712397,1.0843753,0.95084304,1.0049777,0.9120571,0.7589172,0.79204166,0.78590727,0.5308194,0.4740938,0.5380592,0.14419377,0.15683609,0.1877196,-1.889924
14.245821,9.999383,14.716881,1.3104281,0.06092906,0.0014246524,0.0024735571,0.005613375,0.41739416,0.38816246,0.36124116,0.6663149,0.6247889,0.6211473,0.856602,0.84309906,0.9243666,1.0044414,1.0084407,0.97888064,1.053689,1.0379062,1.0113685,0.9913554,1.0014429,0.92365843,0.80141497,0.7649671,0.7726139,0.528555,0.49815667,0.54975474,0.2218833,0.1586634,0.16069187,43.59378
1.6322718,2.4548318,10.537801,10.185569,13.731933,0.00045999885,0.0660083,0.012390661,0.33528578,0.34514636,0.32776114,0.62765765,0.71296805,0.6962991,0.93577224,0.8672169,0.8709634,1.0043945,1.0229144,0.98604965,1.0527381,1.013363,1.053309,1.0050973,0.9677424,0.9957696,0.7374755,0.7660298,0.742212,0.5017252,0.4873827,0.47888315,0.14282297,0.17258036,0.19781592,33.295757
3.6268096,2.3871615,11.479336,4.4684663,12.0519285,0.041203976,0.0034327449,0.08755892,0.41426906,0.34704965,0.3822775,0.7015703,0.6208874,0.6241898,0.91921425,0.89048064,0.90739286,1.0011451,1.0310035,1.0551,1.0331756,1.0292577,0.9977985,0.951582,0.9909807,0.912044,0.76922363,0.8095327,0.7588152,0.48879915,0.492191,0.4870147,0.19710432,0.1429798,0.21022686,43.49455
5.7202454,11.790344,1.67274,3.7151268,9.786573,0.03737221,0.043634076,0.046626545,0.40512645,0.34613648,0.33169553,0.6322024,0.63169026,0.6440264,0.9309617,0.8527902,0.86207956,0.9811777,0.99681973,1.0205343,1.0149196,1.0459365,1.0623049,0.95079046,0.9808704,0.9707708,0.82138634,0.77053326,0.8164239,0.54469717,0.531175,0.53556925,0.15763491,0.15763272,0.21247217,11.95782
9.085557,5.5878096,11.970521,12.598569,2.0612,0.06815507,0.095121786,0.043489963,0.36800328,0.41147158,0.37880948,0.71531093,0.64286613,0.6519647,0.89363134,0.91813815,0.8476376,1.0079421,1.0582498,1.032349,1.0807569,1.0284712,1.0138888,0.925162,0.9311859,0.921722,0.79786444,0.7865252,0.7410947,0.5531024,0.5215075,0.5258804,0.17005235,0.22573689,0.15585056,25.744246
3.4959886,14.367464,4.9692564,4.841127,0.24304032,0.08644635,0.0228293,0.071236804,0.3591065,0.4096782,0.33526117,0.6586209,0.654874,0.63847125,0.86691123,0.8774407,0.89665544,1.0574282,1.0137216,1.0709479,1.0216144,1.0196671,1.0427998,0.95024574,0.975179,1.0054967,0.7902054,0.7312475,0.756003,0.49733934,0.46174273,0.52273196,0.23476529,0.2159527,0.19012994,-14.797144
3.2049732,9.373528,6.5100513,2.055855,7.6759253,0.046193432,0.026585316,0.044445325,0.42104656,0.3514886,0.385194,0.63168377,0.6546967,0.6712651,0.853716,0.9050559,0.84853476,1.0015126,1.0567328,1.0688406,1.0414988,1.0096709,1.0043542,0.9470098,0.933782,0.999043,0.7374425,0.8031826,0.7825924,0.49206495,0.5480299,0.535097,0.18937123,0.1572311,0.17640373,14.738331
2.3768888,1.1370251,3.3700302,0.93590945,2.7244644,0.06612136,0.09332351,0.0331271,0.35641557,0.32834217,0.40792692,0.71717113,0.7027938,0.64050925,0.92728984,0.87631255,0.9176119,1.0511737,0.98117316,1.0343113,1.0653691,1.0153495,1.0916353,0.9983312,1.0010856,0.95884633,0.746334,0.745762,0.7907583,0.49733913,0.54701346,0.5491478,0.19497846,0.15018576,0.21096653,14.557054
14.9970665,8.916562,9.811198,0.50486773,2.5741963,0.09474476,0.03744153,0.023832453,0.3654984,0.38435823,0.34009653,0.69507164,0.68974215,0.64925325,0.8729487,0.86774635,0.93055576,1.0515926,1.0361494,1.0196953,1.0578986,1.093648,1.0612388,0.93436086,0.9786389,0.9394554,0.7713105,0.7408821,0.7716231,0.509881,0.47694868,0.53941756,0.23729944,0.14929818,0.20560822,46.691864
5.0035815,8.672783,0.9005901,4.268452,3.0099857,0.015459812,0.04006212,0.07395082,0.37631702,0.39234632,0.36099476,0.71608603,0.6448954,0.67772806,0.89660335,0.92552984,0.8965768,1.0520838,1.0348206,1.0538188,1.0460398,1.0620921,1.094729,0.9430076,0.938951,0.9955929,0.79220587,0.7258905,0.79086906,0.45823485,0.4801264,0.52683973,0.21745875,0.17983025,0.23344332,1.4695476
7.5207844,4.7092257,6.980282,2.417777,2.3520362,0.0996892,0.088988736,0.0040771305,0.35900784,0.38023677,0.41783333,0.65998244,0.67881477,0.6946869,0.86531097,0.86119115,0.9409177,1.0208222,1.0573173,0.9731833,1.026323,1.0804923,1.0405673,0.97613865,0.9174114,1.0079638,0.74813044,0.7705577,0.7403361,0.48508888,0.4644082,0.46350816,0.18090522,0.16906554,0.22805493,26.357706
3.1244864,4.9327693,1.5803933,13.788524,6.01152,0.049758088,0.08887982,0.041625526,0.38780248,0.42521486,0.3385047,0.64670956,0.7111149,0.6569065,0.87800527,0.8954837,0.86462885,1.0255338,1.0011564,1.0377998,1.0347942,1.0286298,1.0265726,0.97228783,0.9843894,0.9135854,0.73821443,0.72510004,0.79642576,0.5447714,0.45923248,0.5202706,0.20126021,0.16428837,0.2019226,0.024533272
13.952975,9.836865,1.1490226,12.690264,5.436414,0.088553846,0.09904347,0.07162127,0.36728048,0.34874567,0.3581518,0.6687799,0.664698,0.7048539,0.84628546,0.89593375,0.8755685,1.0261074,1.07002,1.0234007,1.036736,1.0284611,0.99551105,0.9139969,0.98108333,0.92876405,0.80147326,0.7589103,0.79112464,0.54377234,0.5145869,0.5244405,0.23337379,0.17540824,0.227891,22.274723
4.6250544,1.2744713,0.04379511,9.64583,5.861671,0.007948709,0.095784806,0.033599287,0.37531283,0.4052441,0.38086554,0.7120905,0.64639395,0.6408113,0.93610615,0.8612914,0.9258802,1.0700938,1.0557845,1.0030342,1.0446688,1.000348,1.0181822,0.9489485,0.9262625,0.9881431,0.79928553,0.7587778,0.7652225,0.5555706,0.5041928,0.54974073,0.23743564,0.17358117,0.14336587,13.974752
10.419924,1.3450241,13.068218,1.994597,6.20495,0.09663835,0.023117363,0.09781371,0.3452749,0.38626337,0.39197817,0.6565588,0.7073605,0.62303615,0.87069404,0.8836003,0.9297651,1.0450953,1.0541006,1.0434599,1.0903794,1.0329559,1.0299723,0.95243144,0.9789668,0.94463485,0.79145,0.7867944,0.7848425,0.54800963,0.51523626,0.5404517,0.17717992,0.14618848,0.22167799,58.822025
9.066523,11.371888,13.554828,14.332194,1.5530839,0.07073662,0.092003725,0.06910465,0.37819397,0.34110454,0.32979035,0.6784044,0.70916003,0.66448283,0.87515914,0.91648495,0.86726373,1.0395811,0.9813639,0.97662437,1.016238,1.036847,1.0622679,0.984596,0.9276499,0.9490285,0.78954923,0.76205933,0.7738373,0.5396429,0.4928484,0.53305066,0.23174703,0.2077882,0.18223557,13.642105
9.387505,4.2740555,6.678114,1.8863243,14.33144,0.01834094,0.016952634,0.040284988,0.39282054,0.4045406,0.3747827,0.7086621,0.6485662,0.67834044,0.86587244,0.90490645,0.93414444,1.0394578,1.025288,1.0035365,1.0043852,1.0111924,1.0025184,0.99483466,0.9384386,0.95181614,0.7282806,0.75914395,0.8156142,0.51646507,0.4983444,0.533333,0.22966766,0.23002835,0.15412517,56.792465
1.9953713,11.508385,10.135797,9.93717,3.4451535,0.053589847,0.008941496,0.015526319,0.41558892,0.33735877,0.35267386,0.69234836,0.7170185,0.619799,0.8592069,0.87186426,0.93020386,1.0510764,1.053109,1.0539759,1.0328947,1.0822748,1.0440029,0.9639951,0.94603777,0.98050797,0.7954141,0.7677859,0.8171029,0.49432325,0.51992804,0.55268556,0.2192908,0.17291293,0.16847095,-4.837321
14.317137,9.1481285,8.464801,0.89058906,10.648414,0.059649773,0.049621057,0.053518947,0.40940294,0.39467221,0.34915254,0.62754655,0.7156407,0.66286534,0.87177277,0.8547479,0.9394849,1.0471681,0.9902411,0.9787546,1.0888441,1.0669351,1.0380634,0.9177431,0.9896027,0.9253564,0.79765606,0.72559696,0.7285055,0.4593063,0.55259967,0.5527095,0.14845581,0.22977172,0.16072868,57.951218
6.3748455,4.064068,13.9421,9.172116,3.350427,0.003532362,0.074063025,0.078343116,0.40553612,0.38596958,0.4251801,0.625297,0.69143933,0.65252554,0.8939404,0.92595536,0.85566574,1.0438495,1.011951,1.054279,1.0440949,1.0702147,1.0933826,0.9414449,0.9100451,1.0064613,0.74555796,0.7845124,0.8041828,0.49950784,0.5463493,0.53967524,0.1810536,0.20422938,0.19490919,29.817633
3.703958,7.1418324,11.68771,5.5834966,3.2206883,0.098914444,0.08461646,0.016697913,0.3820123,0.4041627,0.41541994,0.68544143,0.68961567,0.65913814,0.8925555,0.8568657,0.932633,1.0613098,0.9944056,0.9791307,1.0843973,1.0010924,1.077474,0.9105954,0.9337348,0.9381277,0.8200762,0.7646252,0.8162153,0.5217997,0.5557117,0.54038996,0.22794372,0.23471245,0.17634745,15.028459
4.9316783,1.8969387,10.174744,13.305302,0.43919742,0.036252733,0.06611043,0.094047114,0.35879433,0.337864,0.33808166,0.6452698,0.6763481,0.66258377,0.878137,0.86809605,0.90447617,0.98075205,1.0711291,1.0141945,1.0547373,1.061879,1.0259534,0.998757,0.9589268,0.9633991,0.7254879,0.7792749,0.79024225,0.5142399,0.5023173,0.54502726,0.23065022,0.22554308,0.18244192,14.139787
9.24188,11.374438,8.85997,4.8290653,11.414566,0.05863723,0.0150890825,0.01256789,0.368456,0.38278347,0.348072,0.62663513,0.6911157,0.68665045,0.8584358,0.9247428,0.8540978,1.0597609,1.0485001,1.0050396,1.0930108,1.0173342,1.0225683,0.9991494,0.94641334,0.939103,0.7808226,0.7646372,0.8045855,0.548094,0.5295135,0.51808596,0.20368084,0.19242178,0.19699185,36.613113
11.441349,10.304454,6.1820893,5.5139904,8.302357,0.050949454,0.084094726,0.07796093,0.37216756,0.39607602,0.37996,0.686039,0.70941985,0.6343511,0.8985764,0.8810689,0.84259015,0.9733517,1.015391,1.0577239,1.0124387,1.0616947,1.0742254,0.9228534,0.98077065,0.9687341,0.72756535,0.7721246,0.7261455,0.5509877,0.53070664,0.5264308,0.22950628,0.22935823,0.24075755,34.205296
6.175094,5.264992,12.294052,13.945497,6.7575197,0.070629105,0.013901079,0.096441805,0.39108396,0.35748473,0.35858646,0.7151566,0.6794769,0.70471203,0.8953704,0.93765765,0.8548844,1.0338546,1.0338688,1.0213612,1.0898867,1.0554485,1.0481164,0.993424,0.9553501,0.95606685,0.73186296,0.77275836,0.74974716,0.5362217,0.55076945,0.46062604,0.16215925,0.23925848,0.16977888,25.934977
5.8207736,7.609442,7.0521884,9.303084,9.601752,0.09446683,0.099228226,0.037460633,0.33672014,0.40219566,0.39992335,0.71182084,0.67559135,0.69555736,0.84859896,0.89836174,0.90323883,1.0532758,0.9951729,1.0159627,1.0156046,1.0117574,1.0662224,0.9669219,0.9791647,0.95815885,0.7718576,0.7711661,0.80009407,0.47267547,0.5180508,0.53468925,0.22011954,0.16712604,0.22983912,23.06915
0.68807423,4.732217,13.815971,10.421662,7.1269684,0.016676908,0.07607192,0.0909001,0.37879905,0.3925127,0.32982868,0.6485918,0.6487252,0.6218181,0.8808828,0.92637694,0.88669705,1.0713468,0.9769291,1.0418787,1.0886434,1.0940058,1.0260122,0.9141517,0.94092023,0.9963628,0.7774668,0.82087594,0.73657703,0.47596344,0.53275424,0.5244165,0.15863594,0.23763582,0.17183687,16.808292
2.9782069,2.9114618,0.7817486,5.0552816,10.032782,0.008445037,0.06389537,0.021988297,0.3534008,0.34926286,0.39079416,0.6917945,0.7019981,0.64007646,0.8797854,0.93814206,0.8657863,1.0038648,1.0123236,0.9776638,1.0084517,1.0899525,1.0546377,0.9686395,0.9791189,0.9897048,0.8066716,0.8088978,0.79326653,0.5449659,0.5399414,0.49891204,0.1956238,0.16492924,0.15349676,19.932356
12.282163,10.96273,0.87041974,2.9897814,6.3163753,0.09742409,0.012766791,0.018741554,0.32889715,0.33889446,0.3885605,0.692369,0.62669325,0.6723487,0.8545583,0.90093756,0.92133605,1.002754,0.99998677,1.0545053,1.0131845,1.0351893,1.0037786,0.99433416,0.9752445,0.93943405,0.8086676,0.82042795,0.79349506,0.47196344,0.49636987,0.5474925,0.22745597,0.17468196,0.22420649,25.746355
14.755121,8.584931,5.557719,10.602864,4.6433883,0.017291857,0.06341241,0.09407529,0.38626972,0.33746403,0.39219105,0.69623566,0.70314366,0.63547975,0.88249564,0.8888687,0.8827292,1.0108414,1.0039216,1.0391573,1.069168,1.0356965,1.0846989,0.9590287,0.9714862,0.9718109,0.75606155,0.770891,0.76750183,0.52618146,0.48041022,0.48432037,0.14285727,0.16936903,0.20705727,34.871143
2.6455827,12.974154,4.0897365,5.9964995,0.038968027,0.09041411,0.0007067979,0.032012504,0.40865198,0.35015595,0.41095385,0.6703877,0.6213595,0.6768242,0.86150104,0.90118873,0.84667045,1.068921,1.0006046,1.0539157,1.0139492,1.0035028,1.0650796,0.98935735,0.9588477,0.9170121,0.7593708,0.7384372,0.7872493,0.5153687,0.54201865,0.5571836,0.16800638,0.23062408,0.22585827,-17.741165
12.519529,13.18226,10.233361,2.2704434,0.0979507,0.057685822,0.0009779573,0.015321172,0.3989813,0.4143487,0.4039162,0.6730824,0.6379624,0.6244345,0.86289763,0.89184356,0.8980615,1.0602317,0.9858757,1.0480887,1.0877633,1.0002154,1.0187666,0.9453434,0.9688906,1.0040847,0.78328997,0.8069168,0.8135424,0.54652506,0.4616711,0.47460592,0.18785082,0.19093755,0.19533509,24.64893
1.4086578,13.0927515,11.100793,13.811283,11.429024,0.09200449,0.09528663,0.035370953,0.35407987,0.38124454,0.38352117,0.6992058,0.6861335,0.6839504,0.90788555,0.9286974,0.92124903,1.0170199,0.98704904,1.0556527,1.0413315,1.0095873,1.0370752,0.9960874,0.93631434,0.95447624,0.78995353,0.80903983,0.7656027,0.4713581,0.486371,0.4911329,0.19657451,0.15717031,0.2351762,4.1439977
9.398191,7.4265547,1.7962048,1.0742086,0.48488528,0.06318186,0.013981486,0.07730504,0.37971798,0.42611519,0.37618998,0.6677104,0.62011373,0.6270703,0.8916458,0.9339028,0.8605509,1.0317276,0.9874805,0.98318505,1.027023,1.0119339,1.0040383,0.9439502,0.9524658,0.9841908,0.796074,0.77242965,0.76166594,0.4966502,0.46620336,0.5420297,0.23597047,0.14515103,0.14337926,16.905457
10.570214,3.81774,5.990606,3.1837106,6.133323,0.0031513812,0.04193577,0.049879264,0.34454677,0.40482357,0.3804875,0.6430613,0.6199997,0.70730543,0.9410624,0.89611346,0.86752445,1.0537262,1.0514051,1.0147631,1.0922961,1.0084609,1.0396781,1.0016705,0.9283599,0.9438743,0.75182813,0.75261754,0.8171284,0.5380905,0.46181664,0.47669142,0.19046754,0.17486258,0.1635847,41.79883
2.2212384,2.5993824,9.987831,5.271027,12.130074,0.0008522272,0.08687624,0.07799434,0.3917025,0.36594242,0.32872868,0.6652396,0.6874847,0.6538589,0.9308281,0.90289813,0.88899,1.0416983,1.0479944,0.9852648,1.0606129,0.9999633,1.0349308,0.9430866,0.997475,0.9111369,0.79085016,0.727525,0.79476154,0.5195178,0.48759755,0.5220411,0.23910856,0.22156037,0.14549662,36.036095
5.093934,1.9982457,6.176708,3.8643944,5.205438,0.03704213,0.09535426,0.057735603,0.38335896,0.3807621,0.35961545,0.65529025,0.67168814,0.7060075,0.8773785,0.8783863,0.90098894,1.0036377,1.0655509,1.0595511,1.0475085,1.0130744,1.0594013,1.0016999,0.9757694,0.98025525,0.74662024,0.7238306,0.75428456,0.5088705,0.55169606,0.5177123,0.181954,0.17855623,0.1815598,27.228455
0.36003292,11.696182,2.278466,11.269633,10.903381,0.023113543,0.029067451,0.059288945,0.41105533,0.41966307,0.3964496,0.63382125,0.71459246,0.71665025,0.8766122,0.89319485,0.93673086,1.0043554,1.0456413,1.0302545,1.0732793,1.0628287,1.0950147,1.0016723,0.92518055,0.98938704,0.7631935,0.7469245,0.7814722,0.50046694,0.47468898,0.46313858,0.16325444,0.19626781,0.22159168,-8.201064
12.858246,1.7471097,12.893976,3.9543629,10.283019,0.079463065,0.06333377,0.09743138,0.33437064,0.34572336,0.3987177,0.62282735,0.71552587,0.6752638,0.8730435,0.9360855,0.91478324,1.0639884,1.0596068,1.0132359,1.0907972,1.052011,1.0502496,0.97667134,0.9201536,0.9294012,0.82039845,0.7403655,0.8001028,0.537491,0.46668005,0.5015422,0.19058502,0.22821465,0.17743754,71.23004
14.54336,6.442261,7.441999,5.7732706,1.237616,0.09516002,0.008044183,0.07088808,0.40449482,0.35918242,0.36075157,0.6365226,0.6816351,0.6851255,0.87389654,0.9319059,0.8838097,1.014147,1.0609889,1.0306985,1.0721735,1.0748794,1.0126796,0.9586641,1.0034553,0.92837965,0.7796345,0.8102273,0.7786066,0.49606124,0.5253533,0.46591517,0.2321995,0.23039821,0.17711836,39.577797
11.099272,0.054616034,12.155999,13.111689,14.592798,0.031912126,0.040219672,0.09974861,0.3580017,0.39216688,0.32972512,0.68348324,0.69866514,0.6845538,0.88909507,0.89511985,0.93476987,1.043667,1.0103842,0.98177755,1.0818484,1.0267926,1.0765818,0.94924855,0.96012723,0.9198656,0.7540378,0.7772114,0.7247659,0.49698305,0.53632504,0.54241484,0.22794962,0.17587186,0.19505586,67.856285
5.7309036,1.3376856,9.186227,11.643205,0.035184324,0.009877401,0.07590059,0.05885281,0.41904604,0.36941633,0.42501438,0.6931415,0.71104044,0.66511583,0.8522396,0.85225856,0.8443265,1.0302486,0.98327315,1.005605,1.0708152,1.0908624,1.0328678,0.99391496,0.9555086,0.9492916,0.76716876,0.7504144,0.78677076,0.5070019,0.4829109,0.5390755,0.16878308,0.15725608,0.20847726,17.277388
5.7976227,3.0040839,6.844022,3.8083987,4.434243,0.046929665,0.022475546,0.009183431,0.3622142,0.33891138,0.40438953,0.66214186,0.6941227,0.69270813,0.8954983,0.8837726,0.8656837,1.0331944,0.97846055,0.9975734,1.0852813,1.0357031,1.0857441,0.9889061,0.9487571,0.9190527,0.8132406,0.77729803,0.82033783,0.46205196,0.5175762,0.46419308,0.18504941,0.14729439,0.14561118,27.084974
5.1190586,0.37271976,13.653807,13.787484,6.323482,0.05252233,0.099293865,0.05383116,0.37256238,0.42380178,0.38177162,0.64045155,0.7001642,0.70404726,0.9348259,0.9307919,0.9379492,1.0033938,1.0291274,1.0036927,1.0387524,1.0849385,1.0059015,0.9866206,0.93040824,0.9595716,0.7671328,0.7505646,0.7773497,0.48194465,0.5525598,0.48917192,0.22276738,0.17921011,0.1517535,34.374874
6.6458845,4.4391007,0.72702885,0.20141691,10.287438,0.08881406,0.036193788,0.029286612,0.38094318,0.37668532,0.39130378,0.65623844,0.65394384,0.6957266,0.91438824,0.9356656,0.89698905,1.0089581,1.0112857,1.0117488,1.0296066,1.0283438,1.0313203,0.9743764,0.9790811,0.9973537,0.72442937,0.81185913,0.76301235,0.4584133,0.53995985,0.47892472,0.16858865,0.20771433,0.19931012,32.73618
3.3821537,2.6784227,6.914826,5.0024166,5.073594,0.08408364,0.015112126,0.07716315,0.40325597,0.40814376,0.3605526,0.67686146,0.68308705,0.7155136,0.86108726,0.84556144,0.846251,1.02856,0.9839372,1.0126821,1.0220346,1.0544654,1.0099771,0.99013126,0.91017807,0.9319044,0.78340346,0.72390664,0.78541,0.48856676,0.48201996,0.54311407,0.17497532,0.20293987,0.17181362,20.830084
